,charaka,book_name
2579,"  It gives rise to these prodromal symptoms-such as aversion to food, mal-diges-  tion of food, eructation having smell and taste of sour gruel, frequent urge for vomit- ing, disgusting vomit, hoarseness of voice, malaise, spreading burning sensation, as  if emittance of smoke from mouth, smell of metal, blood, fish and mucus in the mouth,  appearance of red, green or yellow colour in body parts, faeces, urine, sweat, salive,  nose-secretion, excreta from mouth and ear, and boils; body-ache frequent vision of  red, blue, yellow, blackish and brilliant objects in dreams (these are the prodromal  symptoms of lohitapitta (internal haemorrhage). ",
2580,6,
2581, ,
2582,page_no:261 ,
2583,0,
2584," Complications (of raktapitta) are debility, anorexia, indigestion, dyspnoea, cough,  fever, diarrhoea, oedema, phthisis, anaemia and hoarseness of voice. ",
2585,7,
2586," It has got two paths-upwards and downwards. In persons having abundance of  kapha, going upward in contact with kapha, it bleeds through ear, nose, eyes and  mouth; in those having abundant vata, going downwards in contact with vata, it bleeds  through the passages of urine and faeces and in those having abundance of both kapha  and vata, in contact of both of them, it follows both the paths and thus bleeds through  all the aforesaid orifices. ",
2587,8,
2588," Amongst these, that coming out upwards is curable because of being treatable by  purgation and plenty of applicable drugs. That coming out downwards is palliable  because of being amenable to emesis and less number of applicable drugs. That com- ing out from both the paths is incurable because of non-applicability of both emesis  and purgation and want of proper drugs. ",
2589,9,
2590," Vitiation of raktapitta emerged, in early times, after fever when at the time of wrath. ",
2591,10,
2592," In order to pacify this quick-acting and emergent condition like forest fire prompt  action should be taken carefully to treat it with saturating or desarurating soft, sweet,  cold, bitter and astringent diet and paste, sprinklings, bath, touching, emesis etc. tak- destruction of Daksa's sacrifice the living beings were pervaded by the fire of Rudra's rT N — t t t w t Hiftalirii i Erttnw w i m n ",
2593,page_no:262 ,
2594,0,
2595, Here are (the verses)- Raktapitta which comes out upwards is curable because of applicability of pur- gation and abundance of useful drugs. Purgation is the best remedy for alleviation  of pitta and also not ineffective for kapha which is associated with it. Sweet drugs  are also applicable there. Hence haeemorrhage coming out from the upper part is  curable. ,
2596,14-Dec,
2597," Haemorrhage from the lower parts is decidedly palliable because emesis is slightly  applicable here and useful drugs are also a few. Emesis is not so efficacious for elimi- nation of pitta and it is also ineffective in alleviation of vata which is associated with  pitta. Moreover, astringent an.d bitter drugs are not applicable there. Hence haemor- rhage from the lower parts is regarded as palliable. ",
2598,15-17,
2599," Raktapitta which comes out from both the parts should be known as incurable  from the aforesaid reasons. Here no evacuative measure is applicable which goes out  from the path opposite to that of haemorrhage. In raktapitta, elimination of dosas  from the opposite path is recommended. Likewise, there is no alround pacificatory  measure for this while in combined dosas the pacificatory measure should be able to  pacify all the dosas. Thus three types of rakta (pitta) have been described according to  different paths. ",
2600,18-20,
2601," Some curable disease is not treated successfully because of the lack of attendants  and equipments, uncontrolled self and fault of the physician. Omission of the proper  remedy also makes some disease incurable. Incurability is one which comes gradually  through curability and payability. ",
2602,21-22,
2603,  HUM ,
2604,page_no: ,
2605,0,
2606," which is black or blue or of rainbow colour and stains cloth, is incurable. Bleeding  which is of excessively foetid smell, in large quantity and associated with all  the complications particularly in weak and emaciated patients is incurable. The  patient suffering from raktapitta, if sees the object and sky red, the disease is  certainly incurable. ",
2607,23-26,
2608," The incurable (disease) should be avoided, the palliable one should be mana- ged with efforts and the curable one should be treated successfully with tried  remedies. ",
2609,27,
2610," Now (the summing up) verses- Etiology, derivation of the nomenclature, prodroma, complications, paths, asso- ciation of dosas, curability or otherwise with reasoning-all this is said in the chapter  on diagnosis of raktapitta by Punarvasu who has shed off tamas and rajas dosas, greed,  conceit and pride. ",
2611,28-29,
2612, Thus ends the second chapter on diagnosis of raktapitta in Nidanasthana  in the treatise composed by Agnivesa and redacted by Caraka. (2) • _____________________________ CHAPTER III _____________________________ Now (I) shall expound the chapter on diagnosis of gulma. ,
2613,1,
2614, As propounded by Lord Atreya. ,
2615,2,
2616,__________ NIDANASTHANA _______________________ 263 ,
2617,page_no:264 ,
2618,0,
2619,"  There are five types of gulma-such as, vatagulma, pittagulma, kaphagulma,  nicaya (sannipata) gulma and sonita (rakta) gulma. ",
2620,3,
2621," After Lord Atreya said this, Agnivesa asked-How, Sir, can we know the specific  characters of these five gulmas because without knowing the specific characters of  Lord Atreya repiled-Specific characters of the five gulmas as well as other dis- eases are defined on the basis of etiology, prodroma, symptoms, chief complaint and  therapeutic suitability. That is being said in the context of gulma, listen. ",
2622,5,
2623," When a person of vatika constitution particularly emaciated due to one of the  reducing factors like fever, emesis, purgation and diarrhoea takes vata-aggravating  food, or excessively cold one in excessive quantity, or is administered emesis or  purgation without prior unction, propels unimpelled vomiting, holds up impelled  urges of flatus, urine, faeces, or takes fresh water too much after a heavy meal or  travels by an excessively jerking vehicle, indulges in excessive sexual intercourse,  physical excercise, alcoholic drinks and anxiety, is subjected to injury, or uses uneven  postures in sitting, sleeping, standing and walking, or starts some other similar  complicated and excessive physical exercise, by such unwholesome act of his, vata  gets vitiated. ",
2624,6,
2625, ,
2626,page_no:265 ,
2627,0,
2628," That vitiated vayu on having entered into the mahasrotas (gastro-intestinal tract)  hardens due to roughness and being formed into a mass is localised in the regions of  heart, urinary bladder, sides and navel. It causes pain and nodules of various types,  remains massified, because of massification, it is called gulma (that which forms a  bolus). It sometimes aggravates, sometimes is diminished, having unstable severe  and mild pain due to instability of vayu, sometimes there is a sensation of ants'  crawlings in organs, frequency of various types of pain such as piercing, breaking,  twitching, extension, contraction, numbness, oversensitivity, the patient feels himself  as having been pierced with needle or nail, rise of temperature in evening, dryness  of mouth, respiratory trouble, horripilation at the onset of pain; occurence of  complications such as spleen (enlargement), distension and gurgling sound in  abdomen, indigestion, udavarta (upward movement of vayu), body-ache, pain in  sternomastoid, head and temples and Bradhna (swelling of inguinal glands),  appearance of blackness, reddishness and roughness in skin, nails, eyes, face, urine  and faeces, unsuitability of the etiological factors and suitability of the contrary ones.  Thus it is vatagulma. ",
